title,price,rating,availability,category,product_url
Large Print Heart of the Pride,19.15,2,In stock,General,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,5,In stock,General,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
Little Red,13.47,3,In stock,General,https://books.toscrape.com/catalogue/little-red_817/index.html
Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,In stock,General,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,1,In stock,General,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
Modern Romance,28.26,5,In stock,General,https://books.toscrape.com/catalogue/modern-romance_820/index.html
Secrets and Lace (Fatal Hearts #1),20.27,1,In stock,General,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
"Shobu Samurai, Project Aryoku (#3)",29.06,3,In stock,General,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,In stock,General,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
So You've Been Publicly Shamed,12.23,2,In stock,General,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
Soft Apocalypse,26.12,2,In stock,General,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Something More Than This,16.24,4,In stock,General,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
Suddenly in Love (Lake Haven #1),55.99,2,In stock,General,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,In stock,General,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
The Argonauts,10.93,2,In stock,General,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
The Art of War,33.34,5,In stock,General,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,In stock,General,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,In stock,General,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,In stock,General,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1,In stock,General,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Mistake (Off-Campus #2),43.29,3,In stock,General,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,In stock,General,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,In stock,General,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,In stock,General,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
The Power of Now: A Guide to Spiritual Enlightenment,43.54,2,In stock,General,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
The Project,10.65,1,In stock,General,https://books.toscrape.com/catalogue/the-project_856/index.html
The Psychopath Test: A Journey Through the Madness Industry,36.0,2,In stock,General,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
The Regional Office Is Under Attack!,51.36,5,In stock,General,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html
The Secret (The Secret #1),27.37,4,In stock,General,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
title,price,rating,availability,category,product_url
It's Only the Himalayas,45.17,2,In stock,General,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
Libertarianism for Beginners,51.33,2,In stock,General,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,In stock,General,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
Olio,23.88,1,In stock,General,https://books.toscrape.com/catalogue/olio_984/index.html
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,In stock,General,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
Rip it Up and Start Again,35.02,5,In stock,General,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,In stock,General,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
Set Me Free,17.46,5,In stock,General,https://books.toscrape.com/catalogue/set-me-free_988/index.html
You can't bury them all: Poems,33.63,2,In stock,General,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
Behind Closed Doors,52.22,4,In stock,General,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
"In a Dark, Dark Wood",19.63,1,In stock,General,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html
Maude (1883-1993):She Grew Up with the country,18.02,2,In stock,General,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
Penny Maybe,33.29,3,In stock,General,https://books.toscrape.com/catalogue/penny-maybe_965/index.html
Sophie's World,15.94,5,In stock,General,https://books.toscrape.com/catalogue/sophies-world_966/index.html
The Bear and the Piano,36.89,1,In stock,General,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html
The Elephant Tree,23.82,5,In stock,General,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
The Natural History of Us (The Fine Art of Pretending #2),45.22,3,In stock,General,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
The Past Never Ends,56.5,4,In stock,General,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1,In stock,General,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
The Secret of Dreadwillow Carse,56.13,1,In stock,General,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
The Torch Is Passed: A Harding Family Story,19.09,1,In stock,General,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
Thirst,17.27,5,In stock,General,https://books.toscrape.com/catalogue/thirst_946/index.html
This One Summer,19.49,4,In stock,General,https://books.toscrape.com/catalogue/this-one-summer_947/index.html
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,3,In stock,General,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,3,In stock,General,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,In stock,General,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,2,In stock,General,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,In stock,General,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Security,39.25,2,In stock,General,https://books.toscrape.com/catalogue/security_925/index.html
Soul Reader,39.58,2,In stock,General,https://books.toscrape.com/catalogue/soul-reader_926/index.html
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,4,In stock,General,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,In stock,General,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
In the Country We Love: My Family Divided,22.0,4,In stock,General,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
Join,35.67,5,In stock,General,https://books.toscrape.com/catalogue/join_902/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,In stock,General,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,In stock,General,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,3,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,2,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,In stock,General,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,In stock,General,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,2,In stock,General,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
Bossypants,49.46,2,In stock,General,https://books.toscrape.com/catalogue/bossypants_883/index.html
Burning,28.81,3,In stock,General,https://books.toscrape.com/catalogue/burning_884/index.html
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,5,In stock,General,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
Camp Midnight,17.08,4,In stock,General,https://books.toscrape.com/catalogue/camp-midnight_886/index.html
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,4,In stock,General,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html
Crown of Midnight (Throne of Glass #2),43.29,3,In stock,General,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
The Stranger,17.44,4,In stock,General,https://books.toscrape.com/catalogue/the-stranger_861/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,5,In stock,General,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The Vacationers,42.15,4,In stock,General,https://books.toscrape.com/catalogue/the-vacationers_863/index.html
The Wedding Dress,24.12,1,In stock,General,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,4,In stock,General,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
Thirteen Reasons Why,52.72,1,In stock,General,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,In stock,General,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Throne of Glass (Throne of Glass #1),35.07,3,In stock,General,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,In stock,General,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
The Emerald Mystery,23.15,2,In stock,General,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Genius of Birds,17.24,1,In stock,General,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
The Girl on the Train,55.02,2,In stock,General,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
